contig	length	gc
contig_63999	11171	0.43970996329782475
contig_22093	3874	0.5815694372741352
contig_3203	46195	0.4143522026193311
contig_57968	18172	0.4737508254457407
contig_56290	30958	0.40661541443245686
contig_17552	21096	0.3638604474781949
contig_22470	10827	0.5425325574951511
contig_272	9270	0.49590075512405607
contig_83363	38350	0.48865710560625814
contig_59808	3763	0.6433696518735051
contig_53802	13065	0.5120551090700345
contig_78162	12508	0.43084425967380874
contig_47782	5496	0.45524017467248906
contig_21339	9043	0.3757602565520292
contig_45726	13305	0.4142051860202931
contig_60609	5099	0.6966071778780153
contig_79215	15223	0.3822505419431124
contig_43541	9389	0.272126957077431
contig_4134	3838	0.5346534653465347
contig_65559	17512	0.4457514846962083
contig_5003	24117	0.44097524567732305
contig_18850	3505	0.5243937232524964
contig_71071	29700	0.4551851851851852
contig_68648	23488	0.4896117166212534
contig_57791	30896	0.4639435525634386
contig_39863	46281	0.6372161362114043
contig_40480	18602	0.665412321255779
contig_27986	6260	0.5761980830670926
contig_33543	19309	0.3597804132787819
contig_80709	13356	0.3469601677148847
contig_66310	55000	0.43470909090909093
contig_54539	9463	0.4061079995773011
contig_82782	18024	0.341711051930759
contig_81083	19810	0.5339727410398788
contig_3845	39915	0.34358010772892394
contig_48641	32048	0.32679106340489267
contig_72144	11327	0.2672375739383773
contig_34230	3237	0.40624034599938214
contig_72033	9311	0.37890666953066265
contig_17374	8979	0.5939414188662434
contig_49269	5674	0.6743038420867113
contig_82022	93623	0.31763562372493936
contig_26537	18253	0.5642908015120802
contig_28131	21030	0.5237755587256301
contig_61512	42795	0.4302839116719243
contig_46362	45657	0.6589132006045075
contig_34194	3318	0.43791440626883665
contig_37322	9096	0.5219876868953386
contig_73414	20510	0.4593856655290102
contig_75849	46285	0.3562061142918872
contig_41012	4573	0.41110868139077195
contig_46267	57453	0.5439576697474457
contig_67159	5723	0.6239734405032326
contig_30130	22265	0.4935099932629688
contig_70466	12840	0.6457943925233645
contig_7247	46114	0.39766665220974107
contig_35001	52136	0.4894890286941844
contig_73547	5208	0.3759600614439324
contig_8015	5351	0.455802653709587
contig_8054	6334	0.45279444269024316
contig_57471	19188	0.614863456326871
contig_56403	3087	0.3407839326206673
contig_65779	17758	0.45157112287419754
contig_11030	12679	0.3643031784841076
contig_25008	3628	0.35611907386990077
contig_70034	9917	0.40354946052233537
contig_71996	4461	0.31271015467383995
contig_73338	3306	0.4939503932244404
contig_83447	9951	0.6313938297658527
contig_58711	6862	0.5237540075779656
contig_34317	9682	0.40673414583763684
contig_12236	6661	0.446329379972977
contig_27616	12642	0.473421926910299
contig_44806	17591	0.42874197032573474
contig_69864	25127	0.43399530385640944
contig_54752	23971	0.6231696633432063
contig_63269	19296	0.43387230514096187
contig_11681	11763	0.3846807787129134
contig_71551	12833	0.34800903919582327
contig_46929	17596	0.49039554444191863
contig_21434	7872	0.5201981707317073
contig_26426	5384	0.4959138187221397
contig_78325	15561	0.6272090482616799
contig_5545	102272	0.3310779098873592
contig_19429	4726	0.473338975878121
contig_40830	3249	0.3751923668821176
contig_56458	17441	0.3323777306347113
contig_19822	7298	0.6122225267196493
contig_68154	13534	0.48115856361755577
contig_11564	4592	0.5121951219512195
contig_11016	30011	0.38312618706474294
contig_68022	3509	0.31860929039612423
contig_4284	3375	0.37244444444444447
contig_65132	8478	0.45270110875206415
contig_74579	4046	0.3477508650519031
contig_42774	3697	0.37543954557749526
contig_69244	10998	0.6553009638116021
contig_51102	16699	0.4388885562009701
contig_75899	6181	0.49959553470312246
contig_5778	3538	0.2936687394007914
contig_60338	7101	0.29235318969159274
contig_38293	30128	0.5743162506638343
contig_52592	41683	0.4011227598781278
contig_37873	5728	0.4544343575418994
contig_40057	40037	0.6242725478931987
contig_28401	13423	0.5348282798182225
contig_15346	16356	0.5940939104915627
contig_67605	37153	0.6450084784539607
contig_41545	3828	0.49686520376175547
contig_74574	3969	0.40236835474930716
contig_70162	3638	0.6410115448048378
contig_27741	13837	0.48298041482980414
contig_69707	11475	0.4232679738562091
contig_57287	10451	0.43507798296813704
contig_11542	798966	0.49541532430666635
contig_36664	5462	0.4820578542658367
contig_62133	19630	0.6656138563423332
contig_78570	25199	0.472994960117465
contig_42746	10931	0.4566828286524563
contig_69435	7631	0.5720089110208361
contig_26724	3019	0.46273600529976816
contig_25195	20242	0.4408655271218259
contig_21936	3800	0.5355263157894737
contig_25034	13347	0.4711920281711246
contig_66677	22890	0.5019659239842726
contig_57003	18418	0.4229015093929851
